gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,fyr,gp,revt,unnpl,xrd,costat,mkvalt,gsector,gsubind,spcseccd
010115,20171231,2017,INDL,C,D,STD,SYK,STRYKER CORP,USD,12,8523.0000,12444.0000,,787.0000,A,57972.0960,35,35101010,905
010115,20181231,2018,INDL,C,D,STD,SYK,STRYKER CORP,USD,12,9288.0000,13601.0000,,862.0000,A,58687.2000,35,35101010,905
010247,20100630,2010,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,7490.0860,37243.4950,,,A,16810.7594,30,30101020,978
010247,20110630,2011,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,7717.0480,39323.4890,,,A,18445.4020,30,30101020,978
010247,20120630,2012,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,8086.3770,42380.9390,,,A,17467.0801,30,30101020,978
010247,20130630,2013,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,8373.1910,44411.2330,,,A,20021.3810,30,30101020,978
010247,20140630,2014,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,8717.0350,46516.7120,,,A,21950.3813,30,30101020,978
010247,20150630,2015,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,9087.3160,48680.7520,,,A,21454.8798,30,30101020,978
010247,20160630,2016,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,9686.4720,50366.9190,,,A,28393.9518,30,30101020,978
010247,20170630,2017,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,11435.8070,55371.1390,,,A,26676.8629,30,30101020,978
010247,20180630,2018,INDL,C,D,STD,SYY,SYSCO CORP,USD,6,11814.8910,58727.3240,,,A,35554.6422,30,30101020,978
010407,20101231,2010,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,886.2580,1801.7050,,42.6210,A,2152.1310,35,35101010,925
010407,20111231,2011,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,804.4580,1528.9110,,48.7320,A,2496.9546,35,35101010,925
010407,20121231,2012,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,828.6930,1551.0090,,56.2780,A,2921.7133,35,35101010,925
010407,20131231,2013,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,922.4730,1696.2710,,72.4260,A,3865.0609,35,35101010,925
010407,20141231,2014,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,1040.8610,1839.8320,,61.0400,A,4758.0260,35,35101010,925
010407,20151231,2015,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,987.8160,1809.6900,,52.1190,A,5469.5031,35,35101010,925
010407,20161231,2016,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,1059.1150,1868.0270,,99.5790,A,7102.3640,35,35101010,925
010407,20171231,2017,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,1251.8410,2146.3030,,84.7700,A,11238.4529,35,35101010,925
010407,20181231,2018,INDL,C,D,STD,TFX,TELEFLEX INC,USD,12,1459.4630,2448.3830,,106.2080,A,11894.2157,35,35101010,925
010499,20101231,2010,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,8405.0000,13966.0000,,1570.0000,A,37941.9300,45,45301020,940
010499,20111231,2011,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,7850.0000,13697.0000,,1715.0000,A,33170.7868,45,45301020,940
010499,20121231,2012,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,7215.0000,12690.0000,,1877.0000,A,34231.6493,45,45301020,940
010499,20131231,2013,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,7338.0000,12205.0000,,1522.0000,A,47545.8797,45,45301020,940
010499,20141231,2014,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,8336.0000,13045.0000,,1358.0000,A,55957.9126,45,45301020,940
010499,20151231,2015,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,8374.0000,13000.0000,,1280.0000,A,55427.5991,45,45301020,940
010499,20161231,2016,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,8876.0000,13370.0000,,1370.0000,A,72676.9525,45,45301020,940
010499,20171231,2017,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,10200.0000,14961.0000,,1508.0000,A,102681.1260,45,45301020,940
010499,20181231,2018,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,12,10913.0000,15784.0000,,1559.0000,A,89316.6750,45,45301020,940
010519,20101231,2010,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2280.0000,10525.0000,,403.0000,A,6518.4700,20,20101010,925
010519,20111231,2011,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2395.0000,11275.0000,,525.0000,A,5156.3618,20,20101010,925
010519,20121231,2012,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2573.0000,12237.0000,,584.0000,A,6724.6098,20,20101010,925
010519,20131231,2013,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2345.0000,12104.0000,,651.0000,A,10368.4888,20,20101010,925
010519,20141231,2014,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2898.0000,13878.0000,,694.0000,A,11646.8680,20,20101010,925
010519,20151231,2015,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2900.0000,13423.0000,,778.0000,A,11520.3183,20,20101010,925
010519,20161231,2016,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2911.0000,13788.0000,,677.0000,A,13125.1367,20,20101010,925
010519,20171231,2017,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2834.0000,14198.0000,,634.0000,A,14796.6439,20,20101010,925
010519,20181231,2018,INDL,C,D,STD,TXT,TEXTRON INC,USD,12,2802.0000,13972.0000,,643.0000,A,10836.2098,20,20101010,925
010530,20101231,2010,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,5219.9000,10788.7000,,287.2000,A,21666.2432,35,35203010,925
010530,20111231,2011,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,5745.7000,11725.9000,,340.6000,A,16701.0935,35,35203010,925
010530,20121231,2012,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,6331.6000,12509.9000,,376.4000,A,22797.7783,35,35203010,925
010530,20131231,2013,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,6553.9000,13090.3000,,395.5000,A,40304.3574,35,35203010,925
010530,20141231,2014,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,9501.6000,16889.6000,,691.1000,A,50174.8863,35,35203010,925
010530,20151231,2015,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,8563.0000,16965.4000,,692.3000,A,56687.5155,35,35203010,925
010530,20161231,2016,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,9294.7000,18274.1000,,754.8000,A,55515.5128,35,35203010,925
010530,20171231,2017,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,10516.0000,20918.0000,,888.0000,A,76201.6922,35,35203010,925
010530,20181231,2018,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,12,11913.0000,24358.0000,,967.0000,A,89990.8824,35,35203010,925
010789,20101231,2010,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,135.6920,288.6280,,13.9710,A,670.4234,45,45103010,940
010789,20111231,2011,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,148.7810,309.3910,,16.4140,A,902.4569,45,45103010,940
010789,20121231,2012,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,175.5230,363.3040,,20.1400,A,1517.6736,45,45103010,940
010789,20131231,2013,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,201.8860,416.6430,,23.2690,A,3353.7449,45,45103010,940
010789,20141231,2014,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,243.1250,493.1010,,25.7430,A,3662.8474,45,45103010,940
010789,20151231,2015,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,290.6820,591.0220,,29.9220,A,6410.4437,45,45103010,940
010789,20161231,2016,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,391.4200,756.0430,,43.1540,A,5249.0818,45,45103010,940
010789,20171231,2017,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,438.5280,840.6620,,47.3240,A,6707.7163,45,45103010,940
010789,20181231,2018,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,12,484.1610,935.2820,,63.2640,A,7112.2605,45,45103010,940
010793,20100930,2010,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,2911.0000,28430.0000,,38.0000,A,6043.2246,30,30202030,978
010793,20110930,2011,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,2650.0000,32266.0000,,42.0000,A,6419.5544,30,30202030,978
010793,20120930,2012,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,2619.0000,33278.0000,,43.0000,A,5751.1800,30,30202030,978
010793,20130930,2013,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,2849.0000,34374.0000,,50.0000,A,9728.3200,30,30202030,978
010793,20140930,2014,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,3293.0000,37580.0000,,52.0000,A,14803.1200,30,30202030,978
010793,20150930,2015,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,4687.0000,41373.0000,,75.0000,A,15903.9000,30,30202030,978
010793,20160930,2016,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,5394.0000,36881.0000,,96.0000,A,26955.8700,30,30202030,978
010793,20170930,2017,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,5992.0000,38260.0000,,113.0000,A,25897.9132,30,30202030,978
010793,20180930,2018,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,9,6235.0000,40052.0000,,114.0000,A,21787.9800,30,30202030,978
010795,20101231,2010,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,5895.0000,23229.0000,,,A,7811.1259,20,20302010,600
010795,20111231,2011,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,8457.0000,37003.0000,,,A,6244.1962,20,20302010,600
010795,20121231,2012,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,7565.0000,37152.0000,,,A,7773.2187,20,20302010,600
010795,20131231,2013,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,8653.0000,38279.0000,,,A,13705.2037,20,20302010,600
010795,20141231,2014,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,9638.0000,38901.0000,,,A,25052.0441,20,20302010,600
010795,20151231,2015,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,12389.0000,37864.0000,,,A,20892.0957,20,20302010,600
010795,20161231,2016,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,12374.0000,36556.0000,,,A,22928.9954,20,20302010,600
010795,20171231,2017,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,11480.0000,37736.0000,,,A,19341.9802,20,20302010,600
010795,20181231,2018,INDL,C,D,STD,UAL,UNITED CONTINENTAL HLDGS INC,USD,12,11820.0000,41303.0000,,,A,22599.9830,20,20302010,600
010860,20101231,2010,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2270.0000,7638.0000,,,A,6776.8760,55,55103010,700
010860,20111231,2011,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2151.0000,7531.0000,,,A,8037.3380,55,55103010,700
010860,20121231,2012,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2103.0000,6828.0000,,,A,7452.6720,55,55103010,700
010860,20131231,2013,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,1890.0000,5838.0000,,,A,8772.4160,55,55103010,700
010860,20141231,2014,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,1999.0000,6053.0000,,,A,11191.1380,55,55103010,700
010860,20151231,2015,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2124.0000,6098.0000,,,A,10487.5980,55,55103010,700
010860,20161231,2016,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2226.0000,6076.0000,,,A,12726.7960,55,55103010,700
010860,20171231,2017,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2354.0000,6177.0000,,,A,14310.9740,55,55103010,700
010860,20181231,2018,INDL,C,D,STD,AEE,AMEREN CORP,USD,12,2312.0000,6291.0000,,,A,15948.7350,55,55103010,700
010867,20101231,2010,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,6513.0000,16965.0000,,,A,45548.5056,20,20304010,600
010867,20111231,2011,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,7341.0000,19557.0000,,,A,50843.7842,20,20304010,600
010867,20121231,2012,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,8505.0000,20926.0000,,,A,59021.1398,20,20304010,600
010867,20131231,2013,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,9223.0000,21963.0000,,,A,76608.1680,20,20304010,600
010867,20141231,2014,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,10657.0000,23988.0000,,,A,105235.3916,20,20304010,600
010867,20151231,2015,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,10064.0000,21813.0000,,,A,66408.3002,20,20304010,600
010867,20161231,2016,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,9310.0000,19941.0000,,,A,84584.6323,20,20304010,600
010867,20171231,2017,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,10252.0000,21240.0000,,,A,104721.1038,20,20304010,600
010867,20181231,2018,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,12,10733.0000,22832.0000,,,A,100224.6291,20,20304010,600
010894,20101231,2010,FS,C,D,STD,UDR,UDR INC,USD,12,,654.8970,0.0000,,A,4292.3059,60,60101060,800
010894,20101231,2010,INDL,C,D,STD,UDR,UDR INC,USD,12,165.1530,642.3920,,0.0000,A,4292.3059,60,60101060,800
010894,20111231,2011,FS,C,D,STD,UDR,UDR INC,USD,12,,715.3120,0.0000,,A,,60,60101060,800
010894,20111231,2011,INDL,C,D,STD,UDR,UDR INC,USD,12,162.7560,702.3330,,0.0000,A,,60,60101060,800
010894,20121231,2012,FS,C,D,STD,UDR,UDR INC,USD,12,,747.1520,0.0000,,A,,60,60101060,800
010894,20121231,2012,INDL,C,D,STD,UDR,UDR INC,USD,12,192.9270,720.7840,,0.0000,A,,60,60101060,800
010894,20131231,2013,FS,C,D,STD,UDR,UDR INC,USD,12,,792.5140,0.0000,,A,5855.0125,60,60101060,800
010894,20131231,2013,INDL,C,D,STD,UDR,UDR INC,USD,12,157.8500,763.1300,,0.0000,A,5855.0125,60,60101060,800
010894,20141231,2014,FS,C,D,STD,UDR,UDR INC,USD,12,,986.7190,0.0000,,A,,60,60101060,800
010894,20141231,2014,INDL,C,D,STD,UDR,UDR INC,USD,12,185.7320,822.8980,,0.0000,A,,60,60101060,800
010894,20151231,2015,FS,C,D,STD,UDR,UDR INC,USD,12,,1226.3000,0.0000,,A,,60,60101060,800
010894,20151231,2015,INDL,C,D,STD,UDR,UDR INC,USD,12,292.1750,958.5180,,0.0000,A,,60,60101060,800
010894,20161231,2016,FS,C,D,STD,UDR,UDR INC,USD,12,,1241.3580,0.0000,,A,9749.6083,60,60101060,800
010894,20161231,2016,INDL,C,D,STD,UDR,UDR INC,USD,12,285.3020,1014.0250,,0.0000,A,9749.6083,60,60101060,800
010894,20171231,2017,FS,C,D,STD,UDR,UDR INC,USD,12,,1091.0580,0.0000,,A,10316.5034,60,60101060,800
010894,20171231,2017,INDL,C,D,STD,UDR,UDR INC,USD,12,277.0310,1029.0190,,0.0000,A,10316.5034,60,60101060,800
010894,20181231,2018,FS,C,D,STD,UDR,UDR INC,USD,12,,1195.3030,0.0000,,A,10917.1325,60,60101060,800
010894,20181231,2018,INDL,C,D,STD,UDR,UDR INC,USD,12,275.9780,1048.5390,,0.0000,A,10917.1325,60,60101060,800
010903,20101231,2010,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,94155.0000,0.0000,,A,39215.4600,35,35102030,905
010903,20101231,2010,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,23198.0000,94155.0000,,0.0000,A,39215.4600,35,35102030,905
010903,20111231,2011,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,101862.0000,0.0000,,A,,35,35102030,905
010903,20111231,2011,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,25145.0000,101862.0000,,0.0000,A,,35,35102030,905
010903,20121231,2012,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,110618.0000,0.0000,,A,,35,35102030,905
010903,20121231,2012,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,27869.0000,110618.0000,,0.0000,A,,35,35102030,905
010903,20131231,2013,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,122489.0000,0.0000,,A,,35,35102030,905
010903,20131231,2013,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,30360.0000,122489.0000,,0.0000,A,,35,35102030,905
010903,20141231,2014,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,130474.0000,0.0000,,A,,35,35102030,905
010903,20141231,2014,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,33433.0000,130474.0000,,0.0000,A,,35,35102030,905
010903,20151231,2015,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,157107.0000,0.0000,,A,,35,35102030,905
010903,20151231,2015,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,37026.0000,157107.0000,,0.0000,A,,35,35102030,905
010903,20161231,2016,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,184840.0000,0.0000,,A,,35,35102030,905
010903,20161231,2016,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,43386.0000,184840.0000,,0.0000,A,,35,35102030,905
010903,20171231,2017,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,201159.0000,0.0000,,A,,35,35102030,905
010903,20171231,2017,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,47011.0000,201159.0000,,0.0000,A,,35,35102030,905
010903,20181231,2018,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,,226247.0000,0.0000,,A,239155.2000,35,35102030,905
010903,20181231,2018,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,12,53846.0000,226247.0000,,0.0000,A,239155.2000,35,35102030,905
010920,20101231,2010,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,7635.0000,49545.0000,,,A,71645.0244,20,20301010,600
010920,20111231,2011,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,7829.0000,53105.0000,,,A,70168.7168,20,20301010,600
010920,20121231,2012,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,4153.0000,54127.0000,,,A,70297.8685,20,20301010,600
010920,20131231,2013,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,8953.0000,55438.0000,,,A,96979.1726,20,20301010,600
010920,20141231,2014,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,8014.0000,58232.0000,,,A,100335.2606,20,20301010,600
010920,20151231,2015,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,9769.0000,58363.0000,,,A,85105.0422,20,20301010,600
010920,20161231,2016,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,7699.0000,60906.0000,,,A,99740.1246,20,20301010,600
010920,20171231,2017,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,9791.0000,65872.0000,,,A,102661.4273,20,20301010,600
010920,20181231,2018,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,12,9591.0000,71861.0000,,,A,83680.7400,20,20301010,600
011032,20101231,2010,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,781.8320,5567.1850,,0.0000,A,4231.2293,35,35102020,905
011032,20111231,2011,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1187.7560,7495.5980,,0.0000,A,3754.0076,35,35102020,905
011032,20121231,2012,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1223.4930,6923.0000,,0.0000,A,4718.2753,35,35102020,905
011032,20131231,2013,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1351.7930,7282.9800,,0.0000,A,7988.6991,35,35102020,905
011032,20141231,2014,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1471.9000,8062.1260,,0.0000,A,10983.1654,35,35102020,905
011032,20151231,2015,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1656.6130,9042.0510,,0.0000,A,11745.7613,35,35102020,905
011032,20161231,2016,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1697.0190,9765.2100,,0.0000,A,10279.5005,35,35102020,905
011032,20171231,2017,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1734.3430,10407.2650,,0.0000,A,10680.3092,35,35102020,905
011032,20181231,2018,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,12,1681.6170,10772.2780,,0.0000,A,10647.7634,35,35102020,905
011060,20101231,2010,INDL,C,D,STD,VFC,VF CORP,USD,12,3753.5980,7702.5890,,,A,9302.0968,25,25203010,976
011060,20111231,2011,INDL,C,D,STD,VFC,VF CORP,USD,12,4499.5410,9459.2320,,,A,14039.6334,25,25203010,976
011060,20121231,2012,INDL,C,D,STD,VFC,VF CORP,USD,12,5258.8730,10879.8550,,,A,16637.6489,25,25203010,976
011060,20131231,2013,INDL,C,D,STD,VFC,VF CORP,USD,12,5691.7760,11419.6480,,,A,27448.9254,25,25203010,976
011060,20141231,2014,INDL,C,D,STD,VFC,VF CORP,USD,12,6208.4750,12282.1610,,,A,32421.2140,25,25203010,976
011060,20151231,2015,INDL,C,D,STD,VFC,VF CORP,USD,12,6255.0190,12376.7440,,,A,26556.7215,25,25203010,976
011060,20161231,2016,INDL,C,D,STD,VFC,VF CORP,USD,12,6122.9390,12019.0030,,,A,22087.5936,25,25203010,976
011060,20171231,2017,INDL,C,D,STD,VFC,VF CORP,USD,12,6253.8630,11811.1770,,,A,29290.8280,25,25203010,976
011060,20190331,2018,INDL,C,D,STD,VFC,VF CORP,USD,3,7405.5280,13848.6600,,,A,34488.0608,25,25203010,976
011115,20100930,2010,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1073.9350,2356.5850,,156.7480,A,7139.4235,35,35101010,905
011115,20110930,2011,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1188.4800,2596.6660,,170.7250,A,5859.8630,35,35101010,905
011115,20120930,2012,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1257.3180,2807.0150,,185.7420,A,6599.4302,35,35101010,905
011115,20130930,2013,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1312.5460,2942.8970,,208.2080,A,7958.0724,35,35101010,905
011115,20140930,2014,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1364.1320,3049.8000,,234.8400,A,8087.4730,35,35101010,905
011115,20150930,2015,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1351.2120,3099.1110,,245.2110,A,7235.6046,35,35101010,905
011115,20160930,2016,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1441.1000,3217.8000,,253.5000,A,9325.9610,35,35101010,905
011115,20170930,2017,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1225.9000,2668.2000,,210.0000,A,9175.5020,35,35101010,905
011115,20180930,2018,INDL,C,D,STD,VAR,VARIAN MEDICAL SYSTEMS INC,USD,9,1346.3000,2919.1000,,233.9000,A,10208.0160,35,35101010,905
011220,20101231,2010,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,3191.9020,0.0000,,A,,60,60101040,800
011220,20101231,2010,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,1135.2780,3109.6060,,0.0000,A,,60,60101040,800
011220,20111231,2011,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,3200.4970,0.0000,,A,,60,60101040,800
011220,20111231,2011,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,1132.3310,3207.6870,,0.0000,A,,60,60101040,800
011220,20121231,2012,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,3022.7220,0.0000,,A,,60,60101040,800
011220,20121231,2012,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,903.7450,2992.5740,,0.0000,A,,60,60101040,800
011220,20131231,2013,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2546.0330,0.0000,,A,16629.0352,60,60101040,800
011220,20131231,2013,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,613.6040,2500.3230,,0.0000,A,16629.0352,60,60101040,800
011220,20141231,2014,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2855.9840,0.0000,,A,,60,60101040,800
011220,20141231,2014,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,959.3320,2779.6300,,0.0000,A,,60,60101040,800
011220,20151231,2015,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2901.8220,0.0000,,A,18850.1569,60,60101040,800
011220,20151231,2015,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,848.6770,2590.6960,,0.0000,A,18850.1569,60,60101040,800
011220,20161231,2016,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2887.3670,0.0000,,A,,60,60101040,800
011220,20161231,2016,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,722.1240,2677.5350,,0.0000,A,,60,60101040,800
011220,20171231,2017,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2189.0910,0.0000,,A,,60,60101040,800
011220,20171231,2017,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,824.3740,2140.3590,,0.0000,A,,60,60101040,800
011220,20181231,2018,FS,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,,2417.4120,0.0000,,A,11818.8861,60,60101040,800
011220,20181231,2018,INDL,C,D,STD,VNO,VORNADO REALTY TRUST,USD,12,678.6470,2100.6950,,0.0000,A,11818.8861,60,60101040,800
011228,20101231,2010,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,12,682.8190,2558.8620,,1.5820,A,5703.3652,15,15102010,970
011228,20111231,2011,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,12,645.5880,2564.5500,,1.1090,A,5085.7908,15,15102010,970
011228,20121231,2012,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,12,665.9850,2567.3100,,0.0000,A,6751.9781,15,15102010,970
011228,20131231,2013,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,12,733.9880,2770.7090,,0.0000,A,7736.4840,15,15102010,970
