gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,fyr,gp,revt,unnpl,xrd,costat,mkvalt,gsector,gsubind,spcseccd
001045,20101231,2010,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,4032.0000,22170.0000,,,A,2597.5755,20,20302010,600
001045,20111231,2011,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,3602.0000,24022.0000,,,A,117.3438,20,20302010,600
001045,20121231,2012,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,4326.0000,24855.0000,,,A,266.5571,20,20302010,600
001045,20131231,2013,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,7628.0000,26712.0000,,,A,6591.9923,20,20302010,600
001045,20141231,2014,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,13139.0000,42650.0000,,,A,37405.5843,20,20302010,600
001045,20151231,2015,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,15574.0000,40990.0000,,,A,26452.7417,20,20302010,600
001045,20161231,2016,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,14485.0000,40180.0000,,,A,23685.5569,20,20302010,600
001045,20171231,2017,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,13945.0000,42207.0000,,,A,24740.6812,20,20302010,600
001045,20181231,2018,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,12,13176.0000,44541.0000,,,A,14790.2192,20,20302010,600
001075,20101231,2010,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1138.4390,3263.6450,,,A,4508.5165,55,55101010,700
001075,20111231,2011,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1173.5620,3241.3790,,,A,5263.4723,55,55101010,700
001075,20121231,2012,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1256.0910,3301.8040,,,A,5594.6981,55,55101010,700
001075,20131231,2013,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1262.0310,3454.6280,,,A,5830.8314,55,55101010,700
001075,20141231,2014,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1228.6000,3491.6320,,,A,7553.1050,55,55101010,700
001075,20151231,2015,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1349.0240,3495.4430,,,A,7155.9904,55,55101010,700
001075,20161231,2016,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1341.8130,3498.6820,,,A,8687.6261,55,55101010,700
001075,20171231,2017,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1468.5450,3565.2960,,,A,9519.0354,55,55101010,700
001075,20181231,2018,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12,1356.0410,3691.2470,,,A,9551.0904,55,55101010,700
001078,20101231,2010,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,23783.8340,35166.7210,,4037.6240,A,74116.0034,35,35101010,905
001078,20111231,2011,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,26673.5730,38851.2590,,4801.9140,A,88302.4112,35,35101010,905
001078,20121231,2012,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,27864.3990,39873.9100,,4610.1820,A,103271.6885,35,35101010,905
001078,20131231,2013,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,12781.0000,21848.0000,,1452.0000,A,59338.5963,35,35101010,905
001078,20141231,2014,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,12088.0000,20247.0000,,1345.0000,A,67891.7357,35,35101010,905
001078,20151231,2015,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,12683.0000,20405.0000,,1405.0000,A,66137.3852,35,35101010,905
001078,20161231,2016,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,12743.0000,20853.0000,,1422.0000,A,56572.8983,35,35101010,905
001078,20171231,2017,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,17277.0000,27390.0000,,2235.0000,A,99507.3661,35,35101010,905
001078,20181231,2018,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,12,19201.0000,30578.0000,,2300.0000,A,126983.9223,35,35101010,905
001161,20101231,2010,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,3148.0000,6494.0000,,1405.0000,A,5586.9400,45,45301020,940
001161,20111231,2011,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,3186.0000,6568.0000,,1453.0000,A,3769.2000,45,45301020,940
001161,20121231,2012,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,2395.0000,5422.0000,,1354.0000,A,1711.2000,45,45301020,940
001161,20131231,2013,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,2117.0000,5299.0000,,1201.0000,A,2805.7500,45,45301020,940
001161,20141231,2014,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,1954.0000,5506.0000,,1072.0000,A,2071.9200,45,45301020,940
001161,20151231,2015,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,1207.0000,3991.0000,,947.0000,A,2273.0400,45,45301020,940
001161,20161231,2016,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,1409.0000,4272.0000,,1008.0000,A,10602.9000,45,45301020,940
001161,20171231,2017,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,1900.0000,5329.0000,,1160.0000,A,9940.7600,45,45301020,940
001161,20181231,2018,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12,2586.0000,6475.0000,,1434.0000,A,18552.3000,45,45301020,940
001209,20100930,2010,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3378.0000,9026.0000,,114.7000,A,17707.1645,15,15101040,970
001209,20110930,2011,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3635.1000,10082.0000,,118.8000,A,16051.8285,15,15101040,970
001209,20120930,2012,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3397.1000,9611.7000,,126.4000,A,17571.7652,15,15101040,970
001209,20130930,2013,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3615.3000,10180.4000,,133.7000,A,22505.3460,15,15101040,970
001209,20140930,2014,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3761.3000,10439.0000,,141.4000,A,27798.5070,15,15101040,970
001209,20150930,2015,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3887.2000,9894.9000,,138.8000,A,27475.5012,15,15101040,970
001209,20160930,2016,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,4047.6000,9524.4000,,132.0000,A,32676.5493,15,15101040,970
001209,20170930,2017,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3300.0000,8187.6000,,57.8000,A,33018.2821,15,15101040,970
001209,20180930,2018,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,9,3687.3000,8930.2000,,64.5000,A,36670.1478,15,15101040,970
001230,20101231,2010,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,1069.8000,3832.3000,,,A,2036.5316,20,20302010,600
001230,20111231,2011,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,1145.3000,4317.8000,,,A,2663.8178,20,20302010,600
001230,20121231,2012,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,1212.0000,4657.0000,,,A,3032.5449,20,20302010,600
001230,20131231,2013,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,1373.0000,4964.0000,,,A,5043.8940,20,20302010,600
001230,20141231,2014,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,1733.0000,5368.0000,,,A,7857.3046,20,20302010,600
001230,20151231,2015,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,2217.0000,5598.0000,,,A,10077.8393,20,20302010,600
001230,20161231,2016,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,2419.0000,5931.0000,,,A,10942.8934,20,20302010,600
001230,20171231,2017,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,2672.0000,7933.0000,,,A,9046.2141,20,20302010,600
001230,20181231,2018,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12,2071.0000,8264.0000,,,A,7496.3549,20,20302010,600
001300,20101231,2010,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,9400.0000,33370.0000,,1466.0000,A,41624.2800,20,20105010,925
001300,20111231,2011,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,9569.0000,36529.0000,,1799.0000,A,42104.9450,20,20105010,925
001300,20121231,2012,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,10730.0000,37665.0000,,1847.0000,A,49684.3160,20,20105010,925
001300,20131231,2013,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,12248.0000,39055.0000,,1804.0000,A,71615.8060,20,20105010,925
001300,20141231,2014,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,12798.0000,40306.0000,,1892.0000,A,78157.4240,20,20105010,925
001300,20151231,2015,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,13200.0000,38581.0000,,1856.0000,A,79790.3280,20,20105010,925
001300,20161231,2016,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,13704.0000,39302.0000,,2143.0000,A,88138.6800,20,20105010,925
001300,20171231,2017,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,14858.0000,40534.0000,,1835.0000,A,115158.0240,20,20105010,925
001300,20181231,2018,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,12,14683.0000,41802.0000,,1809.0000,A,96394.7520,20,20105010,925
001327,20100930,2010,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,503.4060,1071.8490,,134.1400,A,3726.0362,45,45301020,940
001327,20110930,2011,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,684.6540,1418.9220,,168.6370,A,3347.4926,45,45301020,940
001327,20120930,2012,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,740.8690,1568.5810,,212.5340,A,4530.4938,45,45301020,940
001327,20130930,2013,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,842.2000,1792.0000,,226.3000,A,4667.4360,45,45301020,940
001327,20140930,2014,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,1121.8000,2291.5000,,252.2000,A,10983.0600,45,45301020,940
001327,20150930,2015,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,1717.0000,3258.4000,,303.2000,A,16025.1630,45,45301020,940
001327,20160930,2016,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,1881.0000,3289.0000,,312.4000,A,14078.2860,45,45301020,940
001327,20170930,2017,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,2069.0000,3651.4000,,355.2000,A,18657.8900,45,45301020,940
001327,20180930,2018,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,9,2238.9000,3868.0000,,404.5000,A,16091.9540,45,45301020,940
001380,20101231,2010,INDL,C,D,STD,HES,HESS CORP,USD,12,8318.0000,33862.0000,,,A,25846.1037,10,10102020,935
001380,20111231,2011,INDL,C,D,STD,HES,HESS CORP,USD,12,9169.0000,38466.0000,,,A,19310.6368,10,10102020,935
001380,20121231,2012,INDL,C,D,STD,HES,HESS CORP,USD,12,9856.0000,37691.0000,,,A,18087.3229,10,10102020,935
001380,20131231,2013,INDL,C,D,STD,HES,HESS CORP,USD,12,8429.0000,22284.0000,,,A,27001.0620,10,10102020,935
001380,20141231,2014,INDL,C,D,STD,HES,HESS CORP,USD,12,6709.0000,10737.0000,,,A,21100.3397,10,10102020,935
001380,20151231,2015,INDL,C,D,STD,HES,HESS CORP,USD,12,3167.0000,6636.0000,,,A,13867.5101,10,10102020,935
001380,20161231,2016,INDL,C,D,STD,HES,HESS CORP,USD,12,1882.0000,4762.0000,,,A,19716.2177,10,10102020,935
001380,20171231,2017,INDL,C,D,STD,HES,HESS CORP,USD,12,-1568.0000,5466.0000,,,A,14955.6134,10,10102020,935
001380,20181231,2018,INDL,C,D,STD,HES,HESS CORP,USD,12,3266.0000,6323.0000,,,A,11803.1175,10,10102020,935
001440,20101231,2010,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,4597.0000,14427.0000,,,A,17299.4359,55,55101010,700
001440,20111231,2011,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,4525.0000,15116.0000,,,A,19970.2041,55,55101010,700
001440,20121231,2012,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,4784.0000,14945.0000,,,A,20728.3102,55,55101010,700
001440,20131231,2013,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,4854.0000,15357.0000,,,A,22798.6970,55,55101010,700
001440,20141231,2014,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,5216.0000,17020.0000,,,A,29716.4894,55,55101010,700
001440,20151231,2015,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,5343.2000,16453.2000,,,A,28613.6583,55,55101010,700
001440,20161231,2016,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,5437.2000,16380.1000,,,A,30958.1875,55,55101010,700
001440,20171231,2017,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,5428.4000,15424.9000,,,A,36196.8814,55,55101010,700
001440,20181231,2018,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,12,5025.3000,16195.7000,,,A,36865.2060,55,55101010,700
001447,20101231,2010,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,30242.0000,0.0000,,A,51375.2400,40,40202010,800
001447,20101231,2010,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,7312.0000,30242.0000,,,A,51375.2400,40,40202010,800
001447,20111231,2011,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,32282.0000,0.0000,,A,54905.8800,40,40202010,800
001447,20111231,2011,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,8512.0000,32282.0000,,,A,54905.8800,40,40202010,800
001447,20121231,2012,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,33808.0000,0.0000,,A,63515.4000,40,40202010,800
001447,20121231,2012,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,9385.0000,33808.0000,,,A,63515.4000,40,40202010,800
001447,20131231,2013,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,34932.0000,0.0000,,A,96536.7200,40,40202010,800
001447,20131231,2013,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,9881.0000,34932.0000,,,A,96536.7200,40,40202010,800
001447,20141231,2014,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,35280.0000,0.0000,,A,95179.9200,40,40202010,800
001447,20141231,2014,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,9975.0000,35280.0000,,,A,95179.9200,40,40202010,800
001447,20151231,2015,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,34441.0000,0.0000,,A,67393.9500,40,40202010,800
001447,20151231,2015,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,10011.0000,34441.0000,,,A,67393.9500,40,40202010,800
001447,20161231,2016,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,33823.0000,0.0000,,A,66968.3200,40,40202010,800
001447,20161231,2016,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,9169.0000,33823.0000,,,A,66968.3200,40,40202010,800
001447,20171231,2017,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,35583.0000,0.0000,,A,85307.2900,40,40202010,800
001447,20171231,2017,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,9618.0000,35583.0000,,,A,85307.2900,40,40202010,800
001447,20181231,2018,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,,43281.0000,0.0000,,A,80736.0400,40,40202010,800
001447,20181231,2018,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,12,10260.0000,43281.0000,,,A,80736.0400,40,40202010,800
001449,20101231,2010,FS,C,D,STD,AFL,AFLAC INC,USD,12,,20758.0000,0.0000,,A,,40,40301020,800
001449,20101231,2010,INDL,C,D,STD,AFL,AFLAC INC,USD,12,3794.0000,20732.0000,,,A,,40,40301020,800
001449,20111231,2011,FS,C,D,STD,AFL,AFLAC INC,USD,12,,22200.0000,0.0000,,A,20172.5706,40,40301020,800
001449,20111231,2011,INDL,C,D,STD,AFL,AFLAC INC,USD,12,3247.0000,22171.0000,,,A,20172.5706,40,40301020,800
001449,20121231,2012,FS,C,D,STD,AFL,AFLAC INC,USD,12,,25411.0000,0.0000,,A,,40,40301020,800
001449,20121231,2012,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4623.0000,25364.0000,,,A,,40,40301020,800
001449,20131231,2013,FS,C,D,STD,AFL,AFLAC INC,USD,12,,24017.0000,0.0000,,A,,40,40301020,800
001449,20131231,2013,INDL,C,D,STD,AFL,AFLAC INC,USD,12,5165.0000,23939.0000,,,A,,40,40301020,800
001449,20141231,2014,FS,C,D,STD,AFL,AFLAC INC,USD,12,,22808.0000,0.0000,,A,,40,40301020,800
001449,20141231,2014,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4855.0000,22728.0000,,,A,,40,40301020,800
001449,20151231,2015,FS,C,D,STD,AFL,AFLAC INC,USD,12,,20967.0000,0.0000,,A,25420.3620,40,40301020,800
001449,20151231,2015,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4457.0000,20904.0000,,,A,25420.3620,40,40301020,800
001449,20161231,2016,FS,C,D,STD,AFL,AFLAC INC,USD,12,,22666.0000,0.0000,,A,,40,40301020,800
001449,20161231,2016,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4335.0000,22374.0000,,,A,,40,40301020,800
001449,20171231,2017,FS,C,D,STD,AFL,AFLAC INC,USD,12,,21781.0000,0.0000,,A,,40,40301020,800
001449,20171231,2017,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4396.0000,21700.0000,,,A,,40,40301020,800
001449,20181231,2018,FS,C,D,STD,AFL,AFLAC INC,USD,12,,21906.0000,0.0000,,A,34410.8302,40,40301020,800
001449,20181231,2018,INDL,C,D,STD,AFL,AFLAC INC,USD,12,4770.0000,21768.0000,,,A,34410.8302,40,40301020,800
001487,20101231,2010,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,77464.0000,0.0000,,A,,40,40301030,800
001487,20101231,2010,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,11732.0000,76791.0000,,,A,,40,40301030,800
001487,20111231,2011,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,64520.0000,0.0000,,A,44006.2472,40,40301030,800
001487,20111231,2011,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,7491.0000,64353.0000,,,A,44006.2472,40,40301030,800
001487,20121231,2012,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,66260.0000,0.0000,,A,,40,40301030,800
001487,20121231,2012,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,17240.0000,65890.0000,,,A,,40,40301030,800
001487,20131231,2013,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,68026.0000,0.0000,,A,,40,40301030,800
001487,20131231,2013,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,15884.0000,67375.0000,,,A,,40,40301030,800
001487,20141231,2014,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,64116.0000,0.0000,,A,,40,40301030,800
001487,20141231,2014,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,15350.0000,63004.0000,,,A,,40,40301030,800
001487,20151231,2015,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,58750.0000,0.0000,,A,,40,40301030,800
001487,20151231,2015,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,9765.0000,57817.0000,,,A,,40,40301030,800
001487,20161231,2016,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,53321.0000,0.0000,,A,,40,40301030,800
001487,20161231,2016,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,6828.0000,53549.0000,,,A,,40,40301030,800
001487,20171231,2017,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,50081.0000,0.0000,,A,53565.1011,40,40301030,800
001487,20171231,2017,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,6392.0000,49004.0000,,,A,53565.1011,40,40301030,800
001487,20181231,2018,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,,47909.0000,0.0000,,A,34153.0607,40,40301030,800
001487,20181231,2018,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,12,7587.0000,47560.0000,,,A,34153.0607,40,40301030,800
001598,20101231,2010,INDL,C,D,STD,AME,AMETEK INC,USD,12,851.5360,2470.9520,,56.8000,A,6307.8283,20,20104010,925
001598,20111231,2011,INDL,C,D,STD,AME,AMETEK INC,USD,12,1071.7940,2989.9140,,78.0000,A,6751.6612,20,20104010,925
001598,20121231,2012,INDL,C,D,STD,AME,AMETEK INC,USD,12,1231.8750,3334.2130,,84.9000,A,9144.3502,20,20104010,925
001598,20131231,2013,INDL,C,D,STD,AME,AMETEK INC,USD,12,1331.9130,3594.1360,,93.9000,A,12904.4660,20,20104010,925
001598,20141231,2014,INDL,C,D,STD,AME,AMETEK INC,USD,12,1499.8070,4021.9640,,119.3000,A,12701.4611,20,20104010,925
001598,20151231,2015,INDL,C,D,STD,AME,AMETEK INC,USD,12,1541.5680,3974.2950,,116.3000,A,12621.2489,20,20104010,925
001598,20161231,2016,INDL,C,D,STD,AME,AMETEK INC,USD,12,1468.5390,3840.0870,,112.0000,A,11147.8194,20,20104010,925
001598,20171231,2017,INDL,C,D,STD,AME,AMETEK INC,USD,12,1648.7520,4300.1700,,130.4000,A,16754.6292,20,20104010,925
001598,20181231,2018,INDL,C,D,STD,AME,AMETEK INC,USD,12,1859.0520,4845.8720,,141.0000,A,15375.4147,20,20104010,925
001602,20101231,2010,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,13556.0000,15053.0000,,2894.0000,A,51166.8000,35,35201010,905
001602,20111231,2011,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,13943.0000,15582.0000,,3167.0000,A,51085.4760,35,35201010,905
001602,20121231,2012,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,15150.0000,17265.0000,,3380.0000,A,65193.0600,35,35201010,905
001602,20131231,2013,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,16616.0000,18676.0000,,4083.0000,A,86084.7680,35,35201010,905
001602,20141231,2014,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,17936.0000,20063.0000,,4297.0000,A,121124.1160,35,35201010,905
001602,20151231,2015,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,19595.0000,21662.0000,,4070.0000,A,122396.8200,35,35201010,905
001602,20161231,2016,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,20935.0000,22991.0000,,3840.0000,A,107932.2220,35,35201010,905
001602,20171231,2017,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,20881.0000,22849.0000,,3962.0000,A,125590.5800,35,35201010,905
001602,20181231,2018,INDL,C,D,STD,AMGN,AMGEN INC,USD,12,21593.0000,23747.0000,,4067.0000,A,122564.2320,35,35201010,905
001632,20101031,2010,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,1920.3330,2761.5030,,492.3050,A,10055.6465,45,45301020,940
001632,20111031,2011,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,2104.7600,2993.3200,,505.5700,A,10896.4338,45,45301020,940
001632,20121031,2012,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,1850.8340,2701.1420,,512.0030,A,11790.7295,45,45301020,940
001632,20131031,2013,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,1802.8270,2633.6890,,513.2550,A,15334.5185,45,45301020,940
001632,20141031,2014,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,1946.1380,2864.7730,,559.6860,A,15441.9921,45,45301020,940
001632,20151031,2015,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,2393.1840,3435.0920,,637.4590,A,18761.1073,45,45301020,940
001632,20161031,2016,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,2366.8400,3421.4090,,653.8160,A,19753.7611,45,45301020,940
001632,20171031,2017,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,3707.0220,5107.5030,,968.6020,A,33656.4668,45,45301020,940
001632,20181031,2018,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,10,4603.4630,6200.9420,,1165.4100,A,30986.0936,45,45301020,940
001678,20101231,2010,INDL,C,D,STD,APA,APACHE CORP,USD,12,9283.0000,12183.0000,,,A,45592.5982,10,10102020,935
001678,20111231,2011,INDL,C,D,STD,APA,APACHE CORP,USD,12,12901.0000,16810.0000,,,A,34793.4084,10,10102020,935
001678,20121231,2012,INDL,C,D,STD,APA,APACHE CORP,USD,12,10888.0000,16947.0000,,,A,30743.8185,10,10102020,935
001678,20131231,2013,INDL,C,D,STD,APA,APACHE CORP,USD,12,11041.0000,16402.0000,,,A,34012.7316,10,10102020,935
001678,20141231,2014,INDL,C,D,STD,APA,APACHE CORP,USD,12,5318.0000,13749.0000,,,A,23595.5684,10,10102020,935
001678,20151231,2015,INDL,C,D,STD,APA,APACHE CORP,USD,12,-21536.0000,6383.0000,,,A,16811.1720,10,10102020,935
001678,20161231,2016,INDL,C,D,STD,APA,APACHE CORP,USD,12,3065.0000,5367.0000,,,A,24083.0568,10,10102020,935
001678,20171231,2017,INDL,C,D,STD,APA,APACHE CORP,USD,12,4022.0000,5752.0000,,,A,16083.9201,10,10102020,935
001678,20181231,2018,INDL,C,D,STD,APA,APACHE CORP,USD,12,4997.0000,7331.0000,,,A,9835.7700,10,10102020,935
001690,20100930,2010,INDL,C,D,STD,AAPL,APPLE INC,USD,9,26616.0000,65225.0000,,1782.0000,A,259906.4875,45,45202030,940
001690,20110930,2011,INDL,C,D,STD,AAPL,APPLE INC,USD,9,45640.0000,108249.0000,,2429.0000,A,354351.9056,45,45202030,940
001690,20120930,2012,INDL,C,D,STD,AAPL,APPLE INC,USD,9,71867.0000,156508.0000,,3381.0000,A,626550.3528,45,45202030,940
001690,20130930,2013,INDL,C,D,STD,AAPL,APPLE INC,USD,9,71061.0000,170910.0000,,4475.0000,A,428699.7978,45,45202030,940
001690,20140930,2014,INDL,C,D,STD,AAPL,APPLE INC,USD,9,78483.0000,182795.0000,,6041.0000,A,591015.7208,45,45202030,940
